Problem,nVars,maxVars,nAPIs,time,iaTime,testingTime,usCoreTime,parsingTime,decompositionTime,miniSATTime,miniSATVars,miniSATClauses,miniSATCalls,raSATClauses,decomposedLearnedClauses,UNSATLearnedClauses,unknownLearnedClauses,result,raSATResult,EQ,NEQ
meti-tarski/CMOS/CMOS-opamp-chunk-0068.minismt.smt2,3,2,8,900.000993998,11.923243,160.83172,0.0,0.426981,3.554808,0.380984,4542428.0,0.0,825896.0,412948.0,0.0,0.0,412948.0,unsat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0112.smt2,3,2,4,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0284.minismt.smt2,3,2,8,900.000988998,32.635637,160.268881,0.0,0.647957,3.430791,0.351977,4521627.0,0.0,822114.0,411057.0,0.0,0.0,411057.0,unsat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0198.smt2,3,2,8,900.000950999,78.101112,117.466443,0.0,2.623827,2.520754,0.893932,3592760.0,0.0,718553.0,359276.0,0.0,0.0,359276.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0212.minismt.smt2,3,2,8,0.005,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,4.0,0.0,4.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0330.minismt.smt2,3,2,8,900.000137,110.942006,95.3065170001,0.0,1.106877,2.114714,0.31396,2928580.0,0.0,585716.0,292858.0,0.0,0.0,292858.0,unsat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0207.minismt.smt2,3,2,7,900.000371997,4.397849,74.836184,0.0,0.514988,3.011802,0.442989,4453600.0,0.0,890720.0,445360.0,0.0,0.0,445360.0,sat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0304.minismt.smt2,3,2,8,900.000570999,82.264076,120.536159,0.0,2.47484,3.279648,0.932924,3584850.0,0.0,716971.0,358485.0,0.0,0.0,358485.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0247.smt2,3,2,4,0.003999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0195.smt2,3,2,8,0.007,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,2.0,0.0,2.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0279.minismt.smt2,3,2,8,900.000572998,12.699242,161.360538,0.0,0.469966,3.397804,0.394975,4553340.0,0.0,827881.0,413940.0,0.0,0.0,413940.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0288.smt2,3,2,7,900.000901997,5.092791,81.591575,0.0,0.412991,2.851816,0.451978,4344110.0,0.0,868822.0,434411.0,0.0,0.0,434411.0,sat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0143.smt2,3,2,8,900.002010998,25.115248,159.095831,0.0,0.526972,3.495772,0.368977,4503136.0,0.0,818753.0,409376.0,0.0,0.0,409376.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0218.smt2,3,2,7,0.004,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,2.0,0.0,2.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0168.minismt.smt2,3,2,4,0.005999,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0255.smt2,3,2,7,900.001600997,6.4478,69.817698,0.0,0.719984,2.899817,0.535988,4507890.0,0.0,901579.0,450789.0,0.0,0.0,450789.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0093.minismt.smt2,3,2,9,900.001882998,41.463059,162.485527,0.0,1.123909,3.510762,0.367975,4934196.0,0.0,822367.0,411183.0,0.0,0.0,411183.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0217.minismt.smt2,3,2,7,900.001188997,4.693817,78.748898,0.0,0.590982,3.204783,0.432994,4512250.0,0.0,902451.0,451225.0,0.0,0.0,451225.0,sat,Timeout,0,0
